60016	1
60016	6
60016	16
60016	667
60016	2508
60016	2615
60016	6175
60016	6761
60016	7726
60016	8766
60016	9893
60016	10314
60016	10430
60016	11112
60016	11332
60016	12045
60016	12415
60016	12558
60016	16495
60016	18097
60016	18345
60016	20737
60016	22154
60016	23624


20021	2
20021	2615
20021	12415
20021	11992
20021	471
20021	12394
20021	9976
20021	6175
20021	3860
20021	20010
20021	6761
20021	19994
20021	7726
20021	12045
20021	8766
20021	8104
20021	10430
20021	390
20021	12558
20021	6527
20021	12794
20021	2515
20021	18
20021	12610


20027	2
20027	6
20027	16
20027	18
20027	390
20027	667
20027	2508
20027	2515
20027	2615
20027	3860
20027	6175
20027	6527
20027	6761
20027	7726
20027	8104
20027	8766
20027	9893
20027	9976
20027	10338
20027	10430
20027	11992
20027	12045
20027	12394
20027	12415


60002	1
60002	6
60002	16
60002	18
60002	667
60002	2508
60002	2615
60002	6175
60002	6761
60002	7726
60002	8766
60002	9893
60002	10314
60002	10430
60002	11112
60002	11332
60002	12045
60002	12415
60002	12558
60002	12610
60002	16495
60002	18097
60002	18345
60002	19990


40032	12610
40032	19990
40032	9893
40032	22835
40032	12558
40032	6761
40032	6175
40032	2615
40032	11992
40032	12415
40032	7726
40032	6527
40032	18
40032	16
40032	12045
40032	8766
40032	10430
40032	6
40032	39247
40032	8104
40032	18129
40032	11112
40032	14483
40032	10338


20006	2
20006	6
20006	16
20006	18
20006	390
20006	667
20006	2508
20006	2515
20006	2615
20006	3860
20006	6175
20006	6527
20006	6761
20006	7726
20006	8104
20006	8766
20006	9893
20006	9976
20006	10338
20006	10430
20006	11992
20006	12045
20006	12394
20006	12415


40010	2615
40010	19990
40010	12610
40010	9893
40010	22835
40010	12558
40010	39901
40010	6761
40010	6175
40010	39938
40010	33098
40010	11992
40010	12415
40010	7726
40010	6527
40010	39936
40010	18
40010	16
40010	12045
40010	8766
40010	10430
40010	6
40010	8104
40010	14483


20034	2
20034	6
20034	16
20034	18
20034	390
20034	471
20034	667
20034	2508
20034	2515
20034	2615
20034	3860
20034	6175
20034	6527
20034	6761
20034	7726
20034	8104
20034	8766
20034	9893
20034	9976
20034	10338
20034	10430
20034	11992
20034	12045
20034	12394


60009	18
60009	9893
60009	12558
60009	12610
60009	19990
60009	22835
60009	23624
60009	26857
60009	28687
60009	29789
60009	33098
60009	42111
60009	45583
60009	48973
60009	51501
60009	52646
60009	52979
60009	52991
60009	54780
60009	55026
60009	56053
60009	56445
60009	58442
60009	58950


20036	2
20036	6
20036	16
20036	18
20036	390
20036	471
20036	667
20036	2508
20036	2515
20036	2615
20036	3860
20036	6175
20036	6527
20036	6761
20036	7726
20036	8104
20036	8766
20036	9893
20036	9976
20036	10338
20036	10430
20036	11992
20036	12045
20036	12394


40014	12610
40014	22835
40014	12558
40014	18
40014	19990
40014	9893
40014	18129
40014	2615
40014	13864
40014	11787
40014	39469
40014	39740
40014	12415
40014	39413
40014	39041
40014	40223
40014	40754
40014	37
40014	16
40014	11112
40014	8766
40014	10430
40014	722
40014	6


20040	2
20040	6
20040	16
20040	18
20040	390
20040	667
20040	2508
20040	2515
20040	2615
20040	3860
20040	6175
20040	6527
20040	6761
20040	7726
20040	8104
20040	8766
20040	9893
20040	9976
20040	10338
20040	10430
20040	11992
20040	12045
20040	12394
20040	12415


60016	1
60016	6
60016	16
60016	667
60016	2508
60016	2615
60016	6175
60016	6761
60016	7726
60016	8766
60016	9893
60016	10314
60016	10430
60016	11112
60016	11332
60016	12045
60016	12415
60016	12558
60016	16495
60016	18097
60016	18345
60016	20737
60016	22154
60016	23624


60045	1
60045	6
60045	16
60045	18
60045	667
60045	2508
60045	2615
60045	6175
60045	6761
60045	7726
60045	8766
60045	9893
60045	10314
60045	10430
60045	11112
60045	11332
60045	12045
60045	12415
60045	12558
60045	12610
60045	16495
60045	18097
60045	18345
60045	19990


60047	1
60047	6
60047	16
60047	18
60047	667
60047	2508
60047	2615
60047	6175
60047	6761
60047	7726
60047	8766
60047	9893
60047	10314
60047	10430
60047	11112
60047	11332
60047	12045
60047	12415
60047	12558
60047	16495
60047	18097
60047	18345
60047	20737
60047	22154


20021	2
20021	2615
20021	12415
20021	11992
20021	471
20021	12394
20021	9976
20021	6175
20021	3860
20021	20010
20021	6761
20021	19994
20021	7726
